Timestamp,File Path,Program Name,SHA-1 Hash,Timeline Entry Number,Entry Type,Timestamp Description,Raw Entry
,C:\Users\CozyBear\Downloads\Sysmon\Sysmon.exe,,,132,ShimcacheFileEntry,,"{""cache_entry_position"":131,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\Downloads\\Sysmon\\Sysmon.exe""}},""executed"":null,""last_modified_ts"":""2026-04-04T01:27:46.877Z"",""path_size"":90,""signature"":""10ts""}"
,C:\Users\CozyBear\Downloads\Sysmon\Sysmon64a.exe,,,133,ShimcacheFileEntry,,"{""cache_entry_position"":132,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,170,0,0,0,8,0,0,2,0,0,0,100,170,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\Downloads\\Sysmon\\Sysmon64a.exe""}},""executed"":null,""last_modified_ts"":""2026-04-04T01:27:46.932Z"",""path_size"":96,""signature"":""10ts""}"
,C:\Users\CozyBear\Downloads\Sysmon\Sysmon64.exe,,,134,ShimcacheFileEntry,,"{""cache_entry_position"":133,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\Downloads\\Sysmon\\Sysmon64.exe""}},""executed"":null,""last_modified_ts"":""2026-04-04T01:27:46.912Z"",""path_size"":94,""signature"":""10ts""}"
,C:\Program Files\Google\Chrome\Application\146.0.7680.178\elevation_service.exe,,,135,ShimcacheFileEntry,,"{""cache_entry_position"":134,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\Google\\Chrome\\Application\\146.0.7680.178\\elevation_service.exe""}},""executed"":null,""last_modified_ts"":""2026-03-31T01:37:10.081Z"",""path_size"":158,""signature"":""10ts""}"
,C:\Program Files\Google\Chrome\Application\chrome.exe,,,136,ShimcacheFileEntry,,"{""cache_entry_position"":135,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\Google\\Chrome\\Application\\chrome.exe""}},""executed"":null,""last_modified_ts"":""2026-03-31T01:36:52.820Z"",""path_size"":106,""signature"":""10ts""}"
,C:\WINDOWS\SystemTemp\GoogleUpdater_chrome_Unpacker_BeginUnzipping5452_993579953\CR_0BF0C.tmp\setup.exe,,,137,ShimcacheFileEntry,,"{""cache_entry_position"":136,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\SystemTemp\\GoogleUpdater_chrome_Unpacker_BeginUnzipping5452_993579953\\CR_0BF0C.tmp\\setup.exe""}},""executed"":null,""last_modified_ts"":""2026-04-04T01:27:36.972Z"",""path_size"":206,""signature"":""10ts""}"
,C:\WINDOWS\SystemTemp\GoogleUpdater_chrome_Unpacker_BeginUnzipping5452_993579953\146.0.7680.178_chrome_installer_uncompressed.exe,,,138,ShimcacheFileEntry,,"{""cache_entry_position"":137,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\SystemTemp\\GoogleUpdater_chrome_Unpacker_BeginUnzipping5452_993579953\\146.0.7680.178_chrome_installer_uncompressed.exe""}},""executed"":null,""last_modified_ts"":""2026-03-30T19:22:28Z"",""path_size"":258,""signature"":""10ts""}"
,C:\Program Files (x86)\Google\GoogleUpdater\148.0.7730.0\updater.exe,,,139,ShimcacheFileEntry,,"{""cache_entry_position"":138,""controlset"":1,""data_size"":592,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,76,1,200,1,0,0,138,15,33,0,0,16,33,0,118,16,33,0,216,17,33,0,14,82,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files (x86)\\Google\\GoogleUpdater\\148.0.7730.0\\updater.exe""}},""executed"":null,""last_modified_ts"":""2026-03-12T18:01:11.257Z"",""path_size"":136,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Local\Temp\Google3192_1194183808\bin\updater.exe,,,140,ShimcacheFileEntry,,"{""cache_entry_position"":139,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Local\\Temp\\Google3192_1194183808\\bin\\updater.exe""}},""executed"":null,""last_modified_ts"":""2026-03-12T18:01:11.257Z"",""path_size"":148,""signature"":""10ts""}"
,C:\WINDOWS\system32\verclsid.exe,,,141,ShimcacheFileEntry,,"{""cache_entry_position"":140,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\verclsid.exe""}},""executed"":null,""last_modified_ts"":""2024-04-01T07:22:11.669Z"",""path_size"":64,""signature"":""10ts""}"
,C:\Users\CozyBear\Downloads\ChromeSetup.exe,,,142,ShimcacheFileEntry,,"{""cache_entry_position"":141,""controlset"":1,""data_size"":84,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\Downloads\\ChromeSetup.exe""}},""executed"":null,""last_modified_ts"":""2026-04-04T01:26:47.563Z"",""path_size"":86,""signature"":""10ts""}"
,C:\Program Files (x86)\Microsoft\Edge\Application\146.0.3856.97\cookie_exporter.exe,,,143,ShimcacheFileEntry,,"{""cache_entry_position"":142,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files (x86)\\Microsoft\\Edge\\Application\\146.0.3856.97\\cookie_exporter.exe""}},""executed"":null,""last_modified_ts"":""2026-04-01T03:19:41.540Z"",""path_size"":166,""signature"":""10ts""}"
,,Microsoft.DesktopAppInstaller,,144,ShimcacheProgramEntry,,"{""cache_entry_position"":143,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t0001001527880000\t0000000000000000\t8664\tMicrosoft.DesktopAppInstaller\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.DesktopAppInstaller"",""program_version"":""1.21.10120.0"",""sdk_version"":""0.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":184,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.21.10120.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe,,,145,ShimcacheFileEntry,,"{""cache_entry_position"":144,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\Microsoft.DesktopAppInstaller_1.21.10120.0_x64__8wekyb3d8bbwe\\WindowsPackageManagerServer.exe""}},""executed"":null,""last_modified_ts"":""2024-04-01T08:14:18.791Z"",""path_size"":244,""signature"":""10ts""}"
,C:\ProgramData\Microsoft\Windows\Start Menu\Programs\StartUp\batstartup.bat,,,146,ShimcacheFileEntry,,"{""cache_entry_position"":145,""controlset"":1,""data_size"":112,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\ProgramData\\Microsoft\\Windows\\Start Menu\\Programs\\StartUp\\batstartup.bat""}},""executed"":null,""last_modified_ts"":""2026-03-24T01:58:10Z"",""path_size"":150,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\batstartup.bat,,,147,ShimcacheFileEntry,,"{""cache_entry_position"":146,""controlset"":1,""data_size"":112,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Roaming\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\batstartup.bat""}},""executed"":null,""last_modified_ts"":""2026-03-24T01:58:10Z"",""path_size"":188,""signature"":""10ts""}"
,C:\AtomicRedTeam\atomics\T1543.003\bin\AtomicService.exe,,,148,ShimcacheFileEntry,,"{""cache_entry_position"":147,""controlset"":1,""data_size"":148,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\AtomicRedTeam\\atomics\\T1543.003\\bin\\AtomicService.exe""}},""executed"":null,""last_modified_ts"":""2026-03-24T01:58:10Z"",""path_size"":112,""signature"":""10ts""}"
,C:\WINDOWS\system32\net1.exe,,,149,ShimcacheFileEntry,,"{""cache_entry_position"":148,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\net1.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:20.528Z"",""path_size"":56,""signature"":""10ts""}"
,C:\WINDOWS\system32\net.exe,,,150,ShimcacheFileEntry,,"{""cache_entry_position"":149,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\net.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:20.507Z"",""path_size"":54,""signature"":""10ts""}"
,C:\WINDOWS\system32\nbtstat.exe,,,151,ShimcacheFileEntry,,"{""cache_entry_position"":150,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\nbtstat.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T04:02:42.717Z"",""path_size"":62,""signature"":""10ts""}"
,C:\WINDOWS\system32\ARP.EXE,,,152,ShimcacheFileEntry,,"{""cache_entry_position"":151,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\ARP.EXE""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:51.619Z"",""path_size"":54,""signature"":""10ts""}"
,C:\WINDOWS\system32\netsh.exe,,,153,ShimcacheFileEntry,,"{""cache_entry_position"":152,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\netsh.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:20.770Z"",""path_size"":58,""signature"":""10ts""}"
,C:\WINDOWS\system32\ipconfig.exe,,,154,ShimcacheFileEntry,,"{""cache_entry_position"":153,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\ipconfig.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:08.953Z"",""path_size"":64,""signature"":""10ts""}"
,C:\WINDOWS\System32\wsqmcons.exe,,,155,ShimcacheFileEntry,,"{""cache_entry_position"":154,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\System32\\wsqmcons.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:46.246Z"",""path_size"":64,""signature"":""10ts""}"
,C:\WINDOWS\system32\compattelrunner.exe,,,156,ShimcacheFileEntry,,"{""cache_entry_position"":155,""controlset"":1,""data_size"":148,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\compattelrunner.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:44:38.303Z"",""path_size"":78,""signature"":""10ts""}"
,C:\Windows\System32\reg.exe,,,157,ShimcacheFileEntry,,"{""cache_entry_position"":156,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\System32\\reg.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:33.120Z"",""path_size"":54,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Local\Microsoft\OneDrive\26.040.0301.0001\OneDriveLauncher.exe,,,158,ShimcacheFileEntry,,"{""cache_entry_position"":157,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Local\\Microsoft\\OneDrive\\26.040.0301.0001\\OneDriveLauncher.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:37:14.282Z"",""path_size"":176,""signature"":""10ts""}"
,,Microsoft.StartExperiencesApp,,159,ShimcacheProgramEntry,,"{""cache_entry_position"":158,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t0001009700000000\t000a0000585d0000\t8664\tMicrosoft.StartExperiencesApp\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.StartExperiencesApp"",""program_version"":""1.151.0.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":184,""signature"":""10ts""}"
,C:\Users\CozyBear\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe,,,160,ShimcacheFileEntry,,"{""cache_entry_position"":159,""controlset"":1,""data_size"":72,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,3,0,0,0,64,0,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Users\\CozyBear\\AppData\\Local\\Microsoft\\OneDrive\\OneDriveStandaloneUpdater.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:37:14.346Z"",""path_size"":160,""signature"":""10ts""}"
,C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\Application,,,161,ShimcacheFileEntry,,"{""cache_entry_position"":160,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\SystemApps\\ShellExperienceHost_cw5n1h2txyewy\\Application""}},""executed"":null,""last_modified_ts"":""2026-04-04T00:30:47.343Z"",""path_size"":134,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,,,162,ShimcacheFileEntry,,"{""cache_entry_position"":161,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\\WindowsTerminal.exe""}},""executed"":null,""last_modified_ts"":""2024-04-01T08:12:43.186Z"",""path_size"":212,""signature"":""10ts""}"
,,Microsoft.WindowsTerminal,,163,ShimcacheProgramEntry,,"{""cache_entry_position"":162,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00010012283d0000\t0000000000000000\t8664\tMicrosoft.WindowsTerminal\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsTerminal"",""program_version"":""1.18.10301.0"",""sdk_version"":""0.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":176,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\OpenConsole.exe,,,164,ShimcacheFileEntry,,"{""cache_entry_position"":163,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\Microsoft.WindowsTerminal_1.18.10301.0_x64__8wekyb3d8bbwe\\OpenConsole.exe""}},""executed"":null,""last_modified_ts"":""2024-04-01T08:12:43.061Z"",""path_size"":204,""signature"":""10ts""}"
